symbol,side,opened,entry,sl0,tp0,exitReason,exitBar,finalLevel,pnl
ALCHUSDT,0,2026-07-15T09:18:29.0000000Z,0.02664,0.02623,0.029106,sl,0,0,-2.4285585585585585585585585585
LABUSDT,1,2026-07-15T09:18:42.0000000Z,0.24,0.24192,0.234115,tp,0,0,3.558125
COWUSDT,0,2026-07-15T09:34:55.0000000Z,0.14924,0.14669695,0.15600896,sl,0,0,-2.6760004020369874028410613778
MYXUSDT,1,2026-07-15T09:56:18.0000000Z,0.07022,0.0709795,0.067922,sl,0,0,-1.7424010253489034463115921390
AVAXUSDT,1,2026-07-15T10:02:54.0000000Z,6.659,6.75286,6.48485,sl,10,0,-2.2342814236371827601742003304
USELESSUSDT,0,2026-07-15T10:14:03.0000000Z,0.08127,0.08029476,0.0835375,tp,0,0,4.0651236618678479143595422664
CCUSDT,0,2026-07-15T10:19:15.0000000Z,0.14219,0.1416405,0.149107,sl,0,0,-0.6996821154792882762500879105
FFUSDT,1,2026-07-15T10:19:21.0000000Z,0.069,0.069061,0.067712,tp,0,0,2.6800000000000000000000000000
BILLUSDT,0,2026-07-15T10:24:57.0000000Z,0.03364,0.0335365,0.0346975,tp,0,0,4.5953686087990487514863258026
MSFTUSDT,0,2026-07-15T10:34:40.0000000Z,386.07,372.47775,390.534,tp,11,1,1.6144004973191390162405781337
DELLUSDT,0,2026-07-15T10:34:44.0000000Z,458.51,454.9886432,468.65150758,sl,11,1,-0.12
TAIKOUSDT,0,2026-07-15T10:47:57.0000000Z,0.07731,0.0772195,0.0808775,sl,0,0,-0.2955917733798991074893286768
XPINUSDT,1,2026-07-15T10:48:02.0000000Z,0.0015475,0.00155345,0.00151715,sl,0,0,-0.6967366720516962843295638126
PIEVERSEUSDT,0,2026-07-15T10:48:13.0000000Z,0.6791,0.677805,0.71188,sl,0,0,-0.4060403475187748490649388897
EVAAUSDT,1,2026-07-15T11:01:26.0000000Z,1.0941,1.106655,1.017835,sl,0,0,-1.8412777625445571702769399506
XANUSDT,0,2026-07-15T11:24:21.0000000Z,0.011486,0.0112687,0.011803,tp,4,2,4.0198223924777990597248824656
AXTIUSDT,1,2026-07-15T11:24:41.0000000Z,56.5,57.178,54.805,sl,0,0,-1.9200000000000000000000000000
BOTUSDT,1,2026-07-15T11:24:44.0000000Z,35.08,35.6605,33.896,sl,0,0,-2.6021835803876852907639680729
CRWDUSDT,0,2026-07-15T11:40:26.0000000Z,208.87,204.5839876,222.37093906,sl,7,2,0.6300000000000000000000000000
IOTAUSDT,0,2026-07-15T11:40:44.0000000Z,0.03737,0.03658523,0.03969096,sl,8,3,1.3800000000000000000000000000
INXUSDT,1,2026-07-15T11:40:59.0000000Z,0.007415,0.0074358,0.0072564,tp,0,0,3.0883614295347269049224544842
HOLOUSDT,0,2026-07-15T11:58:38.0000000Z,0.06821,0.0653895,0.0716345,sl,9,3,1.3800000000000000000000000000
HYPEUSDT,0,2026-07-15T11:58:55.0000000Z,68.438,67.3703672,70.4366086,sl,18,0,-2.4600000000000000000000000000
ALLOUSDT,1,2026-07-15T12:21:55.0000000Z,0.36825,0.3694045,0.3617865,tp,0,0,2.5127902240325865580448065173
FLOCKUSDT,1,2026-07-15T12:22:06.0000000Z,0.03808,0.038179,0.0353695,tp,0,0,10.556864495798319327731092437
MVLLUSDT,0,2026-07-15T12:43:16.0000000Z,27.13,26.729,28.8385,tp,0,0,9.326185035016586804275709547
JASMYUSDT,0,2026-07-15T12:49:31.0000000Z,0.004292,0.004254,0.00444005,tp,0,0,5.0541612301957129543336439888
HEMIUSDT,0,2026-07-15T12:50:06.0000000Z,0.004537,0.0045285,0.004612,sl,0,0,-0.4010227022261406215560943355
NMRUSDT,1,2026-07-15T13:02:43.0000000Z,10.298,10.3156,9.9496,sl,0,0,-0.3763604583414255195183530783
SAHARAUSDT,0,2026-07-15T13:25:22.0000000Z,0.009473,0.00930817,0.00992255,sl,9,3,1.3800000000000000000000000000
KAITOUSDT,0,2026-07-15T13:30:38.0000000Z,0.7384,0.730345,0.77119,sl,1,3,1.3800000000000000000000000000
PAXGUSDT,1,2026-07-15T13:35:33.0000000Z,4054.5,4107.973,4021.515,tp,11,0,1.1003107658157602663706992217
SKYUSDT,0,2026-07-15T13:35:48.0000000Z,0.06193,0.0617895,0.0630625,tp,0,0,2.6230163087356693040529630227
0GUSDT,0,2026-07-15T13:51:29.0000000Z,0.1966,0.19066661,0.21529017,sl,2,2,0.6300000000000000000000000000
WOOUSDT,0,2026-07-15T13:58:08.0000000Z,0.01234,0.012235,0.012755,sl,11,0,-1.3963371150729335494327390600
BCHUSDT,0,2026-07-15T14:10:48.0000000Z,235.8,228.492,242.235,sl,11,0,-4.7688549618320610687022900767
ZROUSDT,0,2026-07-15T14:11:10.0000000Z,0.8371,0.83585,0.85455,tp,0,0,3.0068665631346314657746983633
ZKUSDT,0,2026-07-15T14:16:10.0000000Z,0.01009,0.0100885,0.010253,tp,0,0,2.3031912784935579781962338950
ETHFIUSDT,1,2026-07-15T14:26:07.0000000Z,0.4309,0.43215,0.41255,sl,0,0,-0.5551357623578556509631004874
SKLUSDT,0,2026-07-15T14:45:47.0000000Z,0.004812,0.00471196,0.004884,sl,0,0,-3.2384538653366583541147132170
ONDOUSDT,1,2026-07-15T14:52:19.0000000Z,0.3315,0.332705,0.32416,sl,0,0,-0.6652488687782805429864253394
IDUSDT,0,2026-07-15T15:11:40.0000000Z,0.03408,0.03375443,0.0363345,sl,0,0,-1.5529665492957746478873239436
TLMUSDT,0,2026-07-15T15:51:27.0000000Z,0.0016683,0.0016671,0.0017289,sl,0,0,-0.2278942636216507822334112570
ORDERUSDT,0,2026-07-15T15:58:40.0000000Z,0.03406,0.03343875,0.03584921,sl,10,1,-0.12
HOTUSDT,0,2026-07-15T16:31:13.0000000Z,0.0003569,0.00035585,0.00036465,sl,0,0,-0.5613000840571588680302605772
ACTUSDT,1,2026-07-15T16:49:50.0000000Z,0.008783,0.0088515,0.0086915,tp,0,0,1.4426779004895821473300694524
THEUSDT,0,2026-07-15T17:36:21.0000000Z,0.05571,0.055685,0.05715,sl,6,3,1.3800000000000000000000000000
HOLOUSDT,1,2026-07-15T17:44:34.0000000Z,0.07154,0.071945,0.06998,sl,1,1,-0.12
PYTHUSDT,0,2026-07-15T17:51:39.0000000Z,0.04769,0.047569,0.048711,sl,0,0,-0.5005829314321660725518976725
AIXBTUSDT,0,2026-07-15T18:38:34.0000000Z,0.019075,0.0188461,0.0194935,sl,4,0,-1.9200000000000000000000000000
CAPUSDT,0,2026-07-15T18:51:27.0000000Z,0.01718,0.01678108,0.01857622,tp,11,3,12.070512223515715948777648428
AKEUSDT,1,2026-07-15T19:51:54.0000000Z,0.0006631,0.00066618,0.00064338,sl,0,0,-0.8167274920826421354245211883
SIRENUSDT,1,2026-07-15T19:59:13.0000000Z,0.02744,0.0275205,0.0269045,tp,0,0,2.8072959183673469387755102041
VIRTUALUSDT,0,2026-07-15T20:12:55.0000000Z,0.6193,0.61015913,0.6456257,sl,3,1,-0.12
INTWUSDT,0,2026-07-15T21:00:15.0000000Z,26.59,26.4825,29.3075,sl,0,0,-0.7264309890936442271530650621
SOXLUSDT,0,2026-07-15T21:19:16.0000000Z,164.72,163.5445,175.797,sl,0,0,-1.1904528897523069451189898009
LAUSDT,0,2026-07-15T21:40:55.0000000Z,0.05651,0.0558998,0.0595745,sl,11,0,-1.7397133250752079278003893116
HYUNDAIUSDT,0,2026-07-15T22:09:32.0000000Z,287.17,285.3386084,303.1405,sl,1,0,-1.0766066789706445659365532611
MINAUSDT,0,2026-07-15T22:24:12.0000000Z,0.0442,0.0435213,0.04528,sl,8,1,-0.12
MEGAUSDT,0,2026-07-15T23:34:59.0000000Z,0.05066,0.04893914,0.05530632,sl,0,0,-5.2153217528622187129885511252
SNXUSDT,0,2026-07-15T23:52:18.0000000Z,0.2288,0.22843264,0.23843,sl,1,2,0.6300000000000000000000000000
EDENUSDT,0,2026-07-16T01:07:06.0000000Z,0.04304,0.0420201,0.0443045,sl,10,1,-0.12
AIGENSYNUSDT,0,2026-07-16T01:12:41.0000000Z,0.02461,0.02426595,0.02569375,sl,0,0,-2.2170134091832588378707842340
MORPHOUSDT,1,2026-07-16T01:50:34.0000000Z,2.1173,2.1223,2.0849,tp,0,0,2.1753761866528125442780900203
ETHFIUSDT,0,2026-07-16T02:17:00.0000000Z,0.4404,0.43432248,0.45790326,sl,3,1,-0.12
MVLLUSDT,0,2026-07-16T02:42:36.0000000Z,26.54,26.2405,28.5635,sl,0,0,-1.8127279577995478522984174830
FLOCKUSDT,0,2026-07-16T02:51:32.0000000Z,0.03477,0.0345295,0.037022,sl,0,0,-1.1575323554788610871440897325
MOVEUSDT,0,2026-07-16T03:02:45.0000000Z,0.01091,0.010785,0.01108,sl,10,1,-0.12
XPLUSDT,0,2026-07-16T03:03:04.0000000Z,0.08684,0.086575,0.0893585,tp,0,0,4.2302418240442192538000921235
HOMEUSDT,0,2026-07-16T03:20:46.0000000Z,0.015072,0.014987,0.0155275,tp,0,0,4.4132404458598726114649681528
NOTUSDT,0,2026-07-16T03:32:25.0000000Z,0.0003785,0.00036875,0.00038552,sl,49,1,-0.12
FFUSDT,0,2026-07-16T03:32:36.0000000Z,0.06674,0.066433,0.0703075,sl,0,0,-0.8099910098891219658375786635
LABUSDT,1,2026-07-16T03:32:45.0000000Z,0.215,0.216265,0.20897,sl,0,0,-1.0025581395348837209302325581
HUSDT,0,2026-07-16T03:43:04.0000000Z,0.05865,0.0581315,0.0625265,sl,0,0,-1.4460869565217391304347826087
ONDOUSDT,1,2026-07-16T03:51:40.0000000Z,0.3698,0.370405,0.350565,sl,4,3,1.3800000000000000000000000000
BSBUSDT,0,2026-07-16T04:02:29.0000000Z,0.1346,0.133817,0.141189,tp,0,0,7.2228677563150074294205052004
PTBUSDT,0,2026-07-16T04:12:17.0000000Z,0.0005618,0.00055962,0.00058207,sl,0,0,-0.7020576717693129227483090068
BANKUSDT,1,2026-07-16T04:12:26.0000000Z,0.05467,0.0549565,0.05177,sl,0,0,-0.9060801170660325589903054692
EDGEUSDT,0,2026-07-16T04:33:33.0000000Z,0.4271,0.41900218,0.45042171,sl,1,3,1.3800000000000000000000000000
TACUSDT,0,2026-07-16T04:33:41.0000000Z,0.002959,0.0029449,0.00305505,sl,1,3,1.3800000000000000000000000000
NOMUSDT,0,2026-07-16T04:43:53.0000000Z,0.001585,0.00156489,0.00161695,sl,11,0,-2.0231545741324921135646687697
BEATUSDT,0,2026-07-16T04:54:53.0000000Z,2.4848,2.4638,2.581,sl,0,0,-1.3877076625885383129426915647
GALAUSDT,0,2026-07-16T05:04:20.0000000Z,0.002026,0.00198891,0.00207685,sl,9,0,-2.8660513326752221125370187562
BABYUSDT,0,2026-07-16T05:12:59.0000000Z,0.013433,0.01310537,0.01464197,sl,11,0,-3.7784902851187374376535397902
HIMSUSDT,0,2026-07-16T05:21:24.0000000Z,36.56,35.9041136,38.44895283,sl,10,2,0.6300000000000000000000000000
EPICUSDT,1,2026-07-16T05:21:43.0000000Z,0.4269,0.429355,0.41687,sl,0,0,-0.9826141953619114546732255798
CAPUSDT,1,2026-07-16T05:41:37.0000000Z,0.01855,0.0188745,0.01735,sl,0,0,-2.7439892183288409703504043126
AIOUSDT,1,2026-07-16T05:41:41.0000000Z,0.10064,0.1009935,0.098712,sl,0,0,-0.6468779809220985691573926868
USUSDT,1,2026-07-16T06:00:17.0000000Z,0.041688,0.0425052,0.03841535,sl,0,0,-3.0604145077720207253886010363
STARUSDT,0,2026-07-16T06:19:21.0000000Z,0.18414,0.183955,0.1916,sl,0,0,-0.2707005539263603779732811991
SOXLUSDT,0,2026-07-16T06:33:21.0000000Z,157.38,155.7405,166.468,sl,3,3,1.3800000000000000000000000000
龙虾USDT,1,2026-07-16T06:52:16.0000000Z,0.015911,0.01600175,0.0151265,sl,1,0,-0.9755401923197787694048142794
SKYAIUSDT,0,2026-07-16T07:11:13.0000000Z,0.03189,0.031076,0.032376,sl,4,2,0.6300000000000000000000000000
BILLUSDT,0,2026-07-16T07:23:06.0000000Z,0.02941,0.0292495,0.032759,sl,0,0,-0.9385991159469568174090445427
RECALLUSDT,0,2026-07-16T08:04:27.0000000Z,0.03584,0.0353024,0.03753344,sl,0,0,-2.3700000000000000000000000000
KORUUSDT,0,2026-07-16T08:18:29.0000000Z,20.19,20.1155,21.0185,sl,0,0,-0.6734918276374442793462109955
TUSDT,0,2026-07-16T08:18:37.0000000Z,0.003979,0.003928,0.0041235,sl,0,0,-2.0425936164865544106559437044
EGLDUSDT,0,2026-07-16T08:18:42.0000000Z,3.09,3.08325,3.19745,sl,2,0,-0.4476699029126213592233009709
ARCUSDT,0,2026-07-16T08:18:47.0000000Z,0.07647,0.0738243,0.0803535,sl,10,0,-5.3096822283248332679482149863
KATUSDT,1,2026-07-16T08:31:30.0000000Z,0.005108,0.00518345,0.00497245,sl,1,2,0.6300000000000000000000000000
DEXEUSDT,1,2026-07-16T09:29:25.0000000Z,36.313,36.445,34.6965,sl,7,3,1.3800000000000000000000000000
BASEDUSDT,1,2026-07-16T09:29:46.0000000Z,0.09648,0.0967655,0.09423,sl,1,3,1.3800000000000000000000000000
BEUSDT,0,2026-07-16T09:42:52.0000000Z,230.76,229.9135,239.756,sl,1,0,-0.6702470098803952158086323453
SYRUPUSDT,0,2026-07-16T09:42:56.0000000Z,0.1884,0.18828,0.195287,sl,0,0,-0.2155414012738853503184713376
RAVEUSDT,0,2026-07-16T10:07:57.0000000Z,0.31022,0.29907069,0.34233,sl,3,3,1.3800000000000000000000000000
HOODUSDT,1,2026-07-16T10:33:30.0000000Z,115.89,116.8974,112.5015,tp,11,3,4.2658400207092932953662956251
BOTUSDT,0,2026-07-16T10:33:46.0000000Z,32.96,31.6899,35.534,sl,10,0,-5.9001881067961165048543689320
AKEUSDT,1,2026-07-16T10:34:03.0000000Z,0.0009359,0.00095988,0.00086882,sl,1,3,1.3800000000000000000000000000
SNXXUSDT,1,2026-07-16T10:49:43.0000000Z,16.49,16.6945,16.282,sl,0,0,-1.9802183141297756215888417222
AERGOUSDT,0,2026-07-16T11:05:28.0000000Z,0.02196,0.021821,0.0237395,sl,0,0,-1.0694535519125683060109289618
VVVUSDT,0,2026-07-16T11:18:26.0000000Z,10.963,10.398645,12.4867585,sl,66,1,-0.12
MNTUSDT,1,2026-07-16T11:48:09.0000000Z,0.4405,0.44238,0.42916,sl,5,2,0.6300000000000000000000000000
BASEDUSDT,0,2026-07-16T12:20:30.0000000Z,0.09548,0.09352648,0.1000475,sl,1,3,1.3800000000000000000000000000
TAKEUSDT,0,2026-07-16T12:20:37.0000000Z,0.02235,0.0218405,0.023453,sl,0,0,-3.5394630872483221476510067114
CFGUSDT,1,2026-07-16T12:51:38.0000000Z,0.1918,0.192545,0.187115,tp,0,0,3.5439728884254431699687174140
NOWUSDT,0,2026-07-16T13:00:15.0000000Z,100.32,99.809,103.03,tp,0,0,3.9320334928229665071770334928
JELLYJELLYUSDT,0,2026-07-16T13:00:27.0000000Z,0.05433,0.0540445,0.056265,sl,3,2,0.6300000000000000000000000000
ARMUSDT,0,2026-07-16T13:10:44.0000000Z,257.62,256.174,262.6655,tp,0,0,2.8177571617110472789379706546
CRDOUSDT,0,2026-07-16T13:10:51.0000000Z,208.86,208.4805,215.4485,tp,0,0,4.6117581154840563056592933066
PIEVERSEUSDT,0,2026-07-16T13:15:37.0000000Z,0.6644,0.647262,0.703685,sl,7,0,-3.9892052980132450331125827815
MUBARAKUSDT,1,2026-07-16T13:20:46.0000000Z,0.013077,0.013113,0.0126445,tp,0,0,4.8410002294104152328515714615
ALLOUSDT,0,2026-07-16T13:35:49.0000000Z,0.3854,0.38316,0.394,tp,0,0,3.2271717695900363258951738453
MOVRUSDT,0,2026-07-16T14:19:25.0000000Z,1.326,1.30399624,1.44534,sl,0,0,-2.6091131221719457013574660634
ORCLUSDT,0,2026-07-16T14:45:36.0000000Z,126.39,126.1435,129.438,sl,3,0,-0.4125468787087586043199620223
SENTUSDT,1,2026-07-16T14:58:10.0000000Z,0.01378,0.0138445,0.013513,tp,0,0,2.7863860667634252539912917272
AXTIUSDT,0,2026-07-16T14:58:20.0000000Z,45.86,45.705,46.9135,tp,0,0,3.3258133449629306585259485391
BANUSDT,0,2026-07-16T15:29:12.0000000Z,0.0735,0.07263065,0.075822,sl,11,0,-1.8941836734693877551020408163
GPSUSDT,0,2026-07-16T15:41:28.0000000Z,0.00898,0.0089685,0.00934585,tp,0,0,5.9910801781737193763919821825
ERAUSDT,0,2026-07-16T16:15:17.0000000Z,0.07485,0.074608,0.0764105,tp,0,0,3.0072545090180360721442885772
BLENDUSDT,0,2026-07-16T16:20:09.0000000Z,0.06231,0.06074475,0.06722,sl,5,1,-0.12
ASTSUSDT,0,2026-07-16T17:04:34.0000000Z,54.01,53.5815,55.312,sl,0,0,-1.3100573967783743751157193113
MYXUSDT,1,2026-07-16T17:04:43.0000000Z,0.0792,0.0802005,0.077743,tp,0,0,2.6394696969696969696969696969
RESOLVUSDT,1,2026-07-16T17:31:41.0000000Z,0.02106,0.02131272,0.020499,sl,0,0,-1.9200000000000000000000000000
MAGMAUSDT,1,2026-07-16T17:59:23.0000000Z,0.30124,0.3028625,0.297028,tp,0,0,1.9773310317354932943832160404
WUSDT,1,2026-07-16T18:13:44.0000000Z,0.009661,0.009746,0.009295,sl,9,2,0.6300000000000000000000000000
ALPINEUSDT,1,2026-07-16T18:32:10.0000000Z,0.3273,0.32836,0.32331,tp,0,0,1.7085976168652612282309807516
GLWUSDT,0,2026-07-16T19:20:32.0000000Z,158.01,157.747,165.479,sl,0,0,-0.3696677425479400037972280235
TAIKOUSDT,0,2026-07-16T19:31:25.0000000Z,0.07888,0.078521,0.082056,sl,5,1,-0.12
ENSUSDT,0,2026-07-16T19:42:20.0000000Z,4.315,4.26428864,4.37575,sl,11,0,-1.8828514484356894553881807648
RKLBUSDT,0,2026-07-16T19:50:09.0000000Z,67.38,67.1175,71.4615,sl,11,2,0.6300000000000000000000000000
RIFUSDT,0,2026-07-16T20:11:43.0000000Z,0.13502,0.13498,0.13932,sl,1,1,-0.12
ICNTUSDT,0,2026-07-16T20:43:37.0000000Z,0.1569,0.1537585,0.16437,tp,11,3,7.0214913957934990439770554497
BUSDT,1,2026-07-16T20:44:01.0000000Z,0.1141,0.114515,0.11098,sl,2,0,-0.6655740578439964943032427695
METUSDT,0,2026-07-16T21:27:51.0000000Z,0.14335,0.14327,0.14809,tp,0,0,4.8398883850715033135681897455
COOKIEUSDT,1,2026-07-16T22:05:22.0000000Z,0.008657,0.008715,0.00842,sl,0,0,-1.1249670786646644334064918563
ROBOUSDT,1,2026-07-17T00:32:53.0000000Z,0.01228,0.0125875,0.01185,sl,6,1,-0.12
MOVEUSDT,1,2026-07-17T00:49:38.0000000Z,0.0107,0.010815,0.01052,sl,14,0,-1.7321495327102803738317757010
SPORTFUNUSDT,0,2026-07-17T00:49:52.0000000Z,0.02183,0.02102316,0.0241205,sl,3,3,1.3800000000000000000000000000
SPORTFUNUSDT,0,2026-07-17T00:50:02.0000000Z,0.02189,0.02148547,0.02330585,sl,1,0,-2.8920191868433074463225216994
BULLAUSDT,1,2026-07-17T01:06:20.0000000Z,0.008726,0.00875445,0.00818515,tp,0,0,9.177215218886087554435021774
MMTUSDT,0,2026-07-17T01:26:20.0000000Z,0.1772,0.17468022,0.18513732,sl,1,1,-0.12
ESPORTSUSDT,1,2026-07-17T01:53:05.0000000Z,0.02121,0.021226,0.020496,sl,0,0,-0.2331541725601131541725601132
BLUAIUSDT,0,2026-07-17T02:06:30.0000000Z,0.011294,0.0112257,0.01157905,sl,0,0,-1.0271188241544182751903665663
MYXUSDT,1,2026-07-17T02:19:30.0000000Z,0.08464,0.0853955,0.0824955,tp,0,0,3.6805080340264650283553875236
AKEUSDT,0,2026-07-17T02:34:11.0000000Z,0.0008772,0.00087022,0.00090477,sl,0,0,-1.3135704514363885088919288646
NOMUSDT,0,2026-07-17T02:48:41.0000000Z,0.00151,0.0014985,0.001537,sl,10,0,-1.2623841059602649006622516556
DEXEUSDT,1,2026-07-17T03:32:19.0000000Z,35.72,35.7703,34.93,tp,0,0,3.1974692049272116461366181411
SOXSUSDT,1,2026-07-17T04:00:25.0000000Z,56.92,57.094,55.335,tp,0,0,4.0569149683766690091356289529
ROBOUSDT,0,2026-07-17T04:38:31.0000000Z,0.01177,0.011724,0.012067,tp,0,0,3.6650467289719626168224299065
SPORTFUNUSDT,0,2026-07-17T05:05:38.0000000Z,0.02141,0.0210092,0.02281278,sl,1,3,1.3800000000000000000000000000
TUSDT,0,2026-07-17T05:20:39.0000000Z,0.004472,0.00418146,0.005003,sl,1,3,1.3800000000000000000000000000
XPINUSDT,0,2026-07-17T05:32:49.0000000Z,0.001558,0.0015264,0.001617,tp,19,3,5.5603594351732991014120667521
BLESSUSDT,0,2026-07-17T05:33:06.0000000Z,0.007956,0.0078111,0.0082774,sl,0,0,-2.8519004524886877828054298642
RIVNUSDT,0,2026-07-17T05:33:18.0000000Z,16.9,16.797456,17.755,sl,1,0,-1.0301538461538461538461538462
DODOXUSDT,0,2026-07-17T05:45:54.0000000Z,0.022137,0.0220286,0.0226006,sl,0,0,-0.8545168722049058137959073045
1000XECUSDT,0,2026-07-17T05:59:36.0000000Z,0.007538,0.0075053,0.0080278,sl,0,0,-0.7707031042716901034757230035
LDOUSDT,1,2026-07-17T06:13:21.0000000Z,0.3712,0.376629,0.33817,sl,1,1,-0.12
SNXXUSDT,0,2026-07-17T08:00:06.0000000Z,14.52,14.448,15.161,sl,0,0,-0.8638016528925619834710743802
GPSUSDT,0,2026-07-17T08:06:04.0000000Z,0.008922,0.00884345,0.00929415,sl,2,0,-1.4406119704102219233355749832
TREEUSDT,0,2026-07-17T09:34:57.0000000Z,0.03971,0.039685,0.04178,tp,0,0,7.6991891211281792999244522790
AEROUSDT,0,2026-07-17T09:41:10.0000000Z,0.4973,0.46939,0.53339,sl,26,3,1.3800000000000000000000000000
LUMIAUSDT,0,2026-07-17T09:41:26.0000000Z,0.09204,0.091325,0.095545,tp,0,0,5.5921903520208604954367666232
MUUUSDT,0,2026-07-17T10:13:51.0000000Z,25.99,25.9155,26.922,tp,0,0,5.2589919199692189303578299346
VELVETUSDT,1,2026-07-17T10:28:57.0000000Z,0.56377,0.570815,0.551745,tp,0,0,3.0794430352803448214697483016
LINKUSDT,0,2026-07-17T10:38:40.0000000Z,8.2,8.024795,8.39215,sl,11,0,-3.3249695121951219512195121951
RPLUSDT,0,2026-07-17T10:55:24.0000000Z,1.791,1.7785,1.8125,tp,0,0,1.6806700167504187604690117253
PTBUSDT,0,2026-07-17T11:14:19.0000000Z,0.0006011,0.00058212,0.00061924,sl,0,0,-4.8563167526201963067709199801
PTBUSDT,0,2026-07-17T11:14:30.0000000Z,0.0006009,0.00058193,0.00061912,sl,0,0,-4.8553969046430354468297553670
PTBUSDT,0,2026-07-17T11:19:13.0000000Z,0.0006058,0.00057301,0.00062182,sl,8,3,1.3800000000000000000000000000
PTBUSDT,0,2026-07-17T11:19:18.0000000Z,0.0006061,0.0005897,0.00062198,sl,0,0,-4.1787361821481603695759775615
WLDUSDT,0,2026-07-17T12:14:32.0000000Z,0.383,0.3761362,0.40586,sl,3,0,-2.8081723237597911227154046997
ONEUSDT,0,2026-07-17T12:19:36.0000000Z,0.001155,0.00114855,0.00122715,sl,0,0,-0.9576623376623376623376623377
METUSDT,0,2026-07-17T12:32:39.0000000Z,0.1325,0.132425,0.140875,sl,0,0,-0.2049056603773584905660377358
KORUUSDT,0,2026-07-17T12:37:45.0000000Z,18.45,18.2925,19.088,sl,0,0,-1.4004878048780487804878048780
AVAAIUSDT,0,2026-07-17T12:50:48.0000000Z,0.00724,0.0071398,0.0076306,sl,1,3,1.3800000000000000000000000000
NBISUSDT,1,2026-07-17T13:00:25.0000000Z,177.6,178.183,171.6155,tp,0,0,4.9344763513513513513513513514
LRCUSDT,1,2026-07-17T13:00:35.0000000Z,0.01883,0.0190195,0.018357,tp,0,0,3.6479235262878385554965480617
BASEDUSDT,0,2026-07-17T13:27:29.0000000Z,0.09176,0.0858088,0.097493,sl,1,1,-0.12
DOTUSDT,0,2026-07-17T13:27:41.0000000Z,0.8399,0.8206035,0.854705,sl,6,1,-0.12
AAOIUSDT,1,2026-07-17T14:05:55.0000000Z,103.05,103.3395,98.024,sl,1,3,1.3800000000000000000000000000
SAFEUSDT,0,2026-07-17T14:23:52.0000000Z,0.0844,0.084185,0.08808,sl,0,0,-0.5021090047393364928909952607
DYDXUSDT,0,2026-07-17T14:58:02.0000000Z,0.12538,0.1222059,0.133561,sl,0,0,-3.9173759770298293188706332750
UBUSDT,0,2026-07-17T14:58:29.0000000Z,0.08958,0.089373,0.091794,tp,0,0,3.5873007367716008037508372405
ARXUSDT,0,2026-07-17T15:15:40.0000000Z,0.1829,0.17891644,0.19437266,sl,0,0,-3.3869983597594313832695462001
MVLLUSDT,1,2026-07-17T16:16:42.0000000Z,22.2,22.3935,21.4215,sl,1,3,1.3800000000000000000000000000
FORMUSDT,1,2026-07-17T16:37:10.0000000Z,0.18307,0.18913,0.17714,sl,69,1,-0.12
ZHIPUUSDT,0,2026-07-17T17:02:03.0000000Z,149.19,142.7628948,168.19816363,sl,4,1,-0.12
ZHIPUUSDT,0,2026-07-17T17:02:07.0000000Z,149.08,145.8688168,160.3191412,sl,4,1,-0.12
MMTUSDT,0,2026-07-17T17:09:16.0000000Z,0.17852,0.169946,0.181346,sl,20,0,-7.3242348196280528792292180149
CFGUSDT,0,2026-07-17T17:09:36.0000000Z,0.1727,0.17207,0.175315,tp,0,0,2.1512796757382744643891140706
BOTUSDT,1,2026-07-17T17:25:29.0000000Z,29.15,29.2345,28.516,sl,0,0,-0.5548198970840480274442538594
ETHFIUSDT,0,2026-07-17T17:43:20.0000000Z,0.4362,0.43185254,0.443355,sl,0,0,-1.6150000000000000000000000000
BLURUSDT,0,2026-07-17T18:00:41.0000000Z,0.016245,0.016145,0.016908,sl,0,0,-1.0433610341643582640812557710
ZHIPUUSDT,0,2026-07-17T18:11:41.0000000Z,148.95,143.602695,164.991915,sl,167,0,-5.5049999999999999999999999999
GWEIUSDT,1,2026-07-17T18:17:32.0000000Z,0.02915,0.029245,0.028,sl,0,0,-0.6088507718696397941680960549
AXTIUSDT,0,2026-07-17T18:33:00.0000000Z,45.75,45.5865,46.851,sl,1,2,0.6300000000000000000000000000
USUSDT,0,2026-07-17T18:37:58.0000000Z,0.046302,0.04563445,0.048671,sl,1,2,0.6300000000000000000000000000
MUUSDT,0,2026-07-17T18:51:13.0000000Z,845.88,844.0,861.3955,tp,0,0,2.6313654419066534260178748760
ZHIPUUSDT,0,2026-07-17T19:14:10.0000000Z,148.95,145.2068865,162.05089725,sl,55,0,-3.8894999999999999999999999999
CLOUSDT,0,2026-07-17T19:25:17.0000000Z,0.19049,0.190125,0.194988,sl,0,0,-0.4074166622919838311722400126
SNDKUSDT,0,2026-07-17T19:59:58.0000000Z,1346.72,1343.54,1376.296,sl,0,0,-0.4741938933111559938220268505
OUSDT,0,2026-07-17T20:10:50.0000000Z,0.578,0.55901,0.64676,sl,6,1,-0.12
AIAUSDT,0,2026-07-17T20:11:15.0000000Z,0.05559,0.0554265,0.0562725,sl,0,0,-0.5611764705882352941176470588
EDGEUSDT,1,2026-07-17T20:35:51.0000000Z,0.4506,0.453275,0.439965,tp,0,0,3.4202796271637816245006657790
STXXUSDT,1,2026-07-17T21:30:30.0000000Z,786.07,787.471,746.5025,sl,10,0,-0.3873426030760619283269937792
