symbol,side,opened,entry,sl0,tp0,exitReason,exitBar,finalLevel,pnl
WLDUSDT,0,2026-06-19T06:08:58.0000000Z,0.6525,0.63363622,0.71852321,sl,3,3,1.3800000000000000000000000000
WLDUSDT,0,2026-06-19T06:18:40.0000000Z,0.6521,0.61978192,0.72562362,sl,2,3,1.3800000000000000000000000000
IOUSDT,0,2026-06-19T07:03:42.0000000Z,0.18405,0.18057145,0.19622491,sl,0,0,-2.9550040749796251018744906277
IOUSDT,0,2026-06-19T07:08:42.0000000Z,0.18324,0.17919956,0.19738155,sl,0,0,-3.4274983628028814669286182058
SNDKUSDT,0,2026-06-19T10:25:00.0000000Z,2210.74,2196.4144048,2260.8795832,sl,0,0,-1.0920000000000000000000000003
HIMSUSDT,0,2026-06-19T11:59:39.0000000Z,35.56,35.1930208,36.8444272,sl,1,3,1.3800000000000000000000000000
POLUSDT,0,2026-06-19T13:20:31.0000000Z,0.08008,0.07938811,0.08250162,sl,0,0,-1.4159977522477522477522477522
IOUSDT,0,2026-06-19T13:24:38.0000000Z,0.18344,0.17650597,0.19921492,sl,2,1,-0.12
HIMSUSDT,0,2026-06-19T13:24:46.0000000Z,35.56,34.8260416,37.22975536,sl,2,2,0.6300000000000000000000000000
CBRSUSDT,0,2026-06-19T14:04:37.0000000Z,236.0,233.93264,242.615552,sl,11,0,-1.4340000000000000000000000000
AIOUSDT,0,2026-06-19T18:34:40.0000000Z,0.12975,0.12577965,0.14364623,sl,11,3,1.3800000000000000000000000000
MEGAUSDT,0,2026-06-19T21:34:47.0000000Z,0.05821,0.05702834,0.06234582,sl,0,0,-3.1649922693695241367462635285
MEGAUSDT,0,2026-06-19T21:34:56.0000000Z,0.05828,0.05709692,0.06242079,sl,0,0,-3.1649897048730267673301304050
HUMAUSDT,0,2026-06-19T23:25:01.0000000Z,0.02446,0.02417969,0.025357,sl,11,1,-0.12
PORTALUSDT,0,2026-06-19T23:49:53.0000000Z,0.01622,0.01540251,0.01807979,sl,4,3,1.3799999999999999999999999999
PORTALUSDT,0,2026-06-19T23:59:53.0000000Z,0.01625,0.01577225,0.01792213,sl,4,3,1.3800000000000000000000000000
AIOUSDT,0,2026-06-20T00:19:53.0000000Z,0.12956,0.12493471,0.14574852,sl,10,3,1.3800000000000000000000000000
1000SATSUSDT,1,2026-06-20T00:40:05.0000000Z,0.00001025,0.00001046,0.00000959,sl,1,2,0.6300000000000000000000000000
1000SATSUSDT,1,2026-06-20T00:50:07.0000000Z,0.00001025,0.00001066,0.00000939,sl,5,3,1.3800000000000000000000000000
PORTALUSDT,0,2026-06-20T01:20:17.0000000Z,0.01625,0.01577225,0.01792213,sl,4,3,1.3800000000000000000000000000
BANKUSDT,0,2026-06-20T05:20:08.0000000Z,0.04032,0.039766,0.04225899,sl,17,0,-2.1810119047619047619047619047
BANKUSDT,0,2026-06-20T05:30:08.0000000Z,0.04036,0.03925091,0.04288319,sl,24,0,-4.2419895936570862239841427155
POLUSDT,0,2026-06-20T07:15:08.0000000Z,0.08366,0.08174251,0.08802228,sl,21,0,-3.5580050203203442505378914654
OPUSDT,0,2026-06-20T07:55:11.0000000Z,0.1036,0.10226356,0.10787661,sl,15,0,-2.0550000000000000000000000000
ENJUSDT,0,2026-06-20T09:00:13.0000000Z,0.034799,0.0343835,0.03625325,sl,2,1,-0.12
AVAXUSDT,0,2026-06-20T09:30:24.0000000Z,6.203,6.08055278,6.5948311,sl,14,0,-3.0810000000000000000000000000
AVAXUSDT,0,2026-06-20T09:55:10.0000000Z,6.203,6.08055278,6.5948311,sl,13,0,-3.0810000000000000000000000000
AEROUSDT,0,2026-06-20T14:00:15.0000000Z,0.5025,0.4857366,0.54063673,sl,0,0,-5.1240000000000000000000000000
HEIUSDT,0,2026-06-20T16:30:09.0000000Z,0.11427,0.10731896,0.13859865,sl,1,2,0.6300000000000000000000000000
USELESSUSDT,0,2026-06-20T16:30:16.0000000Z,0.077,0.0739046,0.08404204,sl,1,3,1.3800000000000000000000000000
TOWNSUSDT,0,2026-06-20T17:05:11.0000000Z,0.002203,0.0021767,0.00229506,sl,0,0,-1.9107399001361779391738538357
RESOLVUSDT,0,2026-06-20T20:15:56.0000000Z,0.01621,0.01543387,0.01782436,tp,10,3,14.818556446637877853177051203
TOWNSUSDT,0,2026-06-20T21:25:55.0000000Z,0.002203,0.00215039,0.00232268,sl,23,3,1.3800000000000000000000000000
CARVUSDT,0,2026-06-20T21:50:57.0000000Z,0.04169,0.04119472,0.04342347,sl,0,0,-1.9020100743583593187814823699
KOMAUSDT,1,2026-06-20T23:05:55.0000000Z,0.00868,0.00909872,0.00780906,sl,9,3,1.3800000000000000000000000000
BTRUSDT,0,2026-06-20T23:16:02.0000000Z,0.0218,0.02137621,0.02328327,sl,0,0,-3.0359862385321100917431192661
AEVOUSDT,0,2026-06-21T00:05:57.0000000Z,0.02002,0.01980378,0.02077676,sl,0,0,-1.7400299700299700299700299700
CARVUSDT,0,2026-06-21T01:30:54.0000000Z,0.04158,0.04059206,0.04382757,sl,27,0,-3.6839971139971139971139971140
MMTUSDT,0,2026-06-21T03:50:13.0000000Z,0.1599,0.15673398,0.17098107,sl,0,0,-3.0900000000000000000000000000
MMTUSDT,0,2026-06-21T03:50:23.0000000Z,0.1603,0.15659707,0.17326026,sl,0,0,-3.5850000000000000000000000000
MMTUSDT,0,2026-06-21T03:50:34.0000000Z,0.1604,0.15669476,0.17336834,sl,0,0,-3.5850000000000000000000000001
CTRUSDT,0,2026-06-21T08:28:38.0000000Z,0.01144,0.01111465,0.01218018,sl,8,0,-4.3859527972027972027972027972
TONUSDT,0,2026-06-21T08:53:40.0000000Z,1.6953,1.68034745,1.74763391,sl,0,0,-1.4430003539196602371261723589
龙虾USDT,0,2026-06-21T10:18:40.0000000Z,0.009746,0.00954952,0.01037473,sl,0,0,-3.1440098501949517750872152678
SPORTFUNUSDT,0,2026-06-21T12:49:00.0000000Z,0.02984,0.02893764,0.03299827,sl,1,0,-4.6559919571045576407506702413
THEUSDT,0,2026-06-21T13:19:49.0000000Z,0.06993,0.06848245,0.07499643,sl,0,0,-3.2249978549978549978549978550
SPORTFUNUSDT,0,2026-06-21T15:00:19.0000000Z,0.02978,0.02797891,0.03387749,sl,24,0,-9.191977837474815312290127602
MUBARAKUSDT,0,2026-06-21T16:15:21.0000000Z,0.01117,0.01100446,0.01174939,sl,1,2,0.6300000000000000000000000000
GALAUSDT,1,2026-06-21T18:10:17.0000000Z,0.002734,0.00279076,0.00261594,tp,10,3,6.3573226042428675932699341624
CHZUSDT,1,2026-06-21T21:41:37.0000000Z,0.02069,0.02088862,0.01999482,sl,0,0,-1.5599710004833252779120347994
CHZUSDT,1,2026-06-21T22:26:38.0000000Z,0.02069,0.02108725,0.01978626,sl,11,0,-3.0000144997583373610439826003
TAIKOUSDT,0,2026-06-21T23:01:34.0000000Z,0.0917,0.08736718,0.10556504,sl,1,3,1.3800000000000000000000000000
